AsAt,Occupation,Score,n,maxsub
12/2025,233214 Structural Engineer,50,1,45365.63243935185
12/2025,233214 Structural Engineer,100,2,45789.939151770835
12/2025,233214 Structural Engineer,105,1,45707.536374386575
12/2025,233611 Mining Engineer (excluding Petroleum),65,31,45998.65032824074
12/2025,233611 Mining Engineer (excluding Petroleum),75,27,46007.689811145836
12/2025,233611 Mining Engineer (excluding Petroleum),70,39,46007.79866241898
12/2025,233611 Mining Engineer (excluding Petroleum),80,14,46006.420394988425
12/2025,233611 Mining Engineer (excluding Petroleum),95,1,45948.95928576389
12/2025,233611 Mining Engineer (excluding Petroleum),90,2,45908.6755565162
12/2025,233611 Mining Engineer (excluding Petroleum),85,8,46003.65706230324
12/2025,233611 Mining Engineer (excluding Petroleum),55,5,45933.83732048611
12/2025,233611 Mining Engineer (excluding Petroleum),60,2,45791.83777650463
12/2025,233611 Mining Engineer (excluding Petroleum),50,1,45407.247130289354
12/2025,233611 Mining Engineer (excluding Petroleum),45,2,45945.010905243056
12/2025,254417 Registered Nurse (Disability and Rehabilitation),65,3,45999.54155891204
12/2025,254417 Registered Nurse (Disability and Rehabilitation),75,7,45972.84132746528
12/2025,254417 Registered Nurse (Disability and Rehabilitation),70,11,45973.7820741551
12/2025,254417 Registered Nurse (Disability and Rehabilitation),60,1,46009.694007488426
12/2025,261211 Multimedia Specialist,65,16,46006.84002121528
12/2025,261211 Multimedia Specialist,75,35,46000.39633290509
12/2025,261211 Multimedia Specialist,70,21,46014.70848981482
12/2025,261211 Multimedia Specialist,80,27,46019.801730590276
12/2025,261211 Multimedia Specialist,95,6,46010.57517445602
12/2025,261211 Multimedia Specialist,90,56,46000.92128688657
12/2025,261211 Multimedia Specialist,85,36,45974.103621875
12/2025,261211 Multimedia Specialist,55,2,45959.47423394676
12/2025,261211 Multimedia Specialist,60,1,45790.41675891203
12/2025,261211 Multimedia Specialist,50,2,45721.73119155093
12/2025,261211 Multimedia Specialist,100,1,46000.722374537036
12/2025,263311 Telecommunications Engineer,65,79,46018.94676712963
12/2025,263311 Telecommunications Engineer,75,172,46012.52696998842
12/2025,263311 Telecommunications Engineer,70,65,46022.0927372338
12/2025,263311 Telecommunications Engineer,80,94,46020.037599421295
12/2025,263311 Telecommunications Engineer,95,2,45983.799036805554
12/2025,263311 Telecommunications Engineer,90,36,46006.96210960648
12/2025,263311 Telecommunications Engineer,85,98,45997.922506828705
12/2025,263311 Telecommunications Engineer,55,10,45981.873894675926
12/2025,263311 Telecommunications Engineer,60,27,46001.87170258102
12/2025,263311 Telecommunications Engineer,50,4,45758.512514201386
12/2025,263311 Telecommunications Engineer,45,2,45571.43674398148
12/2025,322313 Welder (First Class),65,48,46010.12761944444
12/2025,322313 Welder (First Class),75,37,45991.75268769676
12/2025,322313 Welder (First Class),70,42,46016.75061137731
12/2025,322313 Welder (First Class),80,26,46003.57739050926
12/2025,322313 Welder (First Class),90,28,45973.3224684375
12/2025,322313 Welder (First Class),85,4,45915.887440543986
12/2025,322313 Welder (First Class),55,2,46009.73438978009
12/2025,322313 Welder (First Class),60,16,45993.98716365741
12/2025,322313 Welder (First Class),45,1,45691.76110451389
12/2025,234912 Metallurgist,65,16,46021.738180092594
12/2025,234912 Metallurgist,75,8,46013.80864224537
12/2025,234912 Metallurgist,70,10,45935.94052118056
12/2025,234912 Metallurgist,80,4,46016.203214733796
12/2025,234912 Metallurgist,85,3,45821.64202457176
12/2025,234912 Metallurgist,55,1,45356.94583171296
12/2025,234912 Metallurgist,60,5,45885.139016932866
12/2025,232214 Other Spatial Scientist,65,11,46010.58794193287
12/2025,232214 Other Spatial Scientist,75,13,45993.76997214121
12/2025,232214 Other Spatial Scientist,70,13,45979.025669675924
12/2025,232214 Other Spatial Scientist,80,9,45954.92885231481
12/2025,232214 Other Spatial Scientist,85,11,45979.76733457176
12/2025,133111 Construction Project Manager,65,257,46018.77992804398
12/2025,133111 Construction Project Manager,75,281,46019.24466053241
12/2025,133111 Construction Project Manager,70,276,46016.85321508102
12/2025,133111 Construction Project Manager,80,161,46015.71975072917
12/2025,133111 Construction Project Manager,95,1,46003.56164325232
12/2025,133111 Construction Project Manager,90,6,46010.71719826389
12/2025,133111 Construction Project Manager,85,31,46004.69086195602
12/2025,133111 Construction Project Manager,55,38,46004.82877612268
12/2025,133111 Construction Project Manager,60,55,46014.29479864583
12/2025,133111 Construction Project Manager,50,13,45974.84647719908
12/2025,133111 Construction Project Manager,40,3,45937.18964251157
12/2025,133111 Construction Project Manager,45,2,45972.08738229167
12/2025,253111 General Practitioner,65,22,45998.05152353009
12/2025,253111 General Practitioner,75,48,46017.68395489584
12/2025,253111 General Practitioner,70,47,46013.20338086806
12/2025,253111 General Practitioner,80,18,46022.675943090275
12/2025,253111 General Practitioner,90,3,46006.566289236114
12/2025,253111 General Practitioner,85,3,46012.77737673611
12/2025,253111 General Practitioner,55,5,46021.94090497685
12/2025,253111 General Practitioner,60,10,45965.88025787037
12/2025,253111 General Practitioner,50,1,45636.7699900463
12/2025,234313 Environmental Research Scientist,65,12,46020.00464575231
12/2025,234313 Environmental Research Scientist,75,11,45963.970656018515
12/2025,234313 Environmental Research Scientist,70,11,46002.59880555556
12/2025,234313 Environmental Research Scientist,80,5,45991.18525879629
12/2025,234313 Environmental Research Scientist,90,1,45982.5875227662
12/2025,234313 Environmental Research Scientist,85,7,45990.01546747685
12/2025,234313 Environmental Research Scientist,55,1,45887.731202662035
12/2025,234313 Environmental Research Scientist,60,1,45705.859626273144
12/2025,234313 Environmental Research Scientist,105,1,46012.64514424768
12/2025,233911 Aeronautical Engineer,65,20,46008.60075752315
12/2025,233911 Aeronautical Engineer,75,27,46011.14881064815
12/2025,233911 Aeronautical Engineer,70,14,45904.88836408565
12/2025,233911 Aeronautical Engineer,80,36,45988.5768150463
12/2025,233911 Aeronautical Engineer,95,3,45865.903763078706
12/2025,233911 Aeronautical Engineer,90,11,46005.397239467595
12/2025,233911 Aeronautical Engineer,85,31,45988.97541380787
12/2025,233911 Aeronautical Engineer,60,7,46014.79398865741
12/2025,233911 Aeronautical Engineer,50,2,45862.45658252315
12/2025,233911 Aeronautical Engineer,100,1,45976.802381712965
12/2025,234112 Agricultural Scientist,65,20,45973.910758101854
12/2025,234112 Agricultural Scientist,75,22,46004.818009953706
12/2025,234112 Agricultural Scientist,70,18,45974.008003043986
12/2025,234112 Agricultural Scientist,80,20,46006.75654212963
12/2025,234112 Agricultural Scientist,90,4,46010.63579366898
12/2025,234112 Agricultural Scientist,85,15,45973.90454467593
12/2025,234112 Agricultural Scientist,55,1,45628.00879525463
12/2025,234112 Agricultural Scientist,60,2,45949.94578637731
12/2025,234112 Agricultural Scientist,50,1,45865.16677137731
12/2025,234112 Agricultural Scientist,105,1,45996.18250462963
12/2025,234113 Forester,65,1,45981.67006068287
12/2025,234113 Forester,75,1,45974.722107291665
12/2025,234113 Forester,70,2,45968.50851947917
12/2025,234113 Forester,80,2,45940.765068402776
12/2025,234113 Forester,85,1,45896.51387751158
12/2025,234113 Forester,60,1,45512.69570532408
12/2025,234113 Forester,35,1,45981.740494756945
12/2025,271111 Barrister,75,1,45741.88312804398
12/2025,271111 Barrister,80,2,45613.69087604167
12/2025,271111 Barrister,85,1,45911.051908298614
12/2025,313213 Telecommunications Network Planner,65,53,46005.67485127315
12/2025,313213 Telecommunications Network Planner,75,43,46007.97254857639
12/2025,313213 Telecommunications Network Planner,70,57,46004.77836759259
12/2025,313213 Telecommunications Network Planner,80,28,46006.84123741898
12/2025,313213 Telecommunications Network Planner,90,3,45855.19399903935
12/2025,313213 Telecommunications Network Planner,85,12,45973.95711365741
12/2025,313213 Telecommunications Network Planner,55,8,45980.8962377662
12/2025,313213 Telecommunications Network Planner,60,19,45973.88979282408
12/2025,313213 Telecommunications Network Planner,50,10,45972.87450798611
12/2025,313213 Telecommunications Network Planner,40,1,45699.83581767361
12/2025,313213 Telecommunications Network Planner,45,1,45699.61541863426
12/2025,331212 Carpenter,65,46,46020.57688966435
12/2025,331212 Carpenter,75,8,46015.86114760417
12/2025,331212 Carpenter,70,18,46020.53335420139
12/2025,331212 Carpenter,90,1,46001.70488275463
12/2025,331212 Carpenter,85,2,46004.80747179398
12/2025,331212 Carpenter,55,11,46021.67231018518
12/2025,331212 Carpenter,60,30,46013.35910165509
12/2025,331212 Carpenter,50,6,46021.67642549769
12/2025,331212 Carpenter,40,1,45923.56071496528
12/2025,331212 Carpenter,45,1,45637.40096755787
12/2025,331212 Carpenter,35,1,45660.37705077547
12/2025,272511 Social Worker,65,93,46021.38845208333
12/2025,272511 Social Worker,75,134,46009.740788194445
12/2025,272511 Social Worker,70,116,46016.766294444446
12/2025,272511 Social Worker,80,29,46020.564674884256
12/2025,272511 Social Worker,90,1,45988.3951568287
12/2025,272511 Social Worker,85,3,46011.55613892361
12/2025,272511 Social Worker,55,3,45874.27353815972
12/2025,272511 Social Worker,60,13,46005.45092650463
12/2025,332211 Painting Trades Worker,65,148,46022.3609306713
12/2025,332211 Painting Trades Worker,75,11,46013.8400244213
12/2025,332211 Painting Trades Worker,70,73,46017.65360524305
12/2025,332211 Painting Trades Worker,80,10,46021.721073229164
12/2025,332211 Painting Trades Worker,55,5,45860.75389552083
12/2025,332211 Painting Trades Worker,60,24,46007.60571790509
12/2025,332211 Painting Trades Worker,50,1,45936.77867789352
12/2025,342313 Electronic Equipment Trades Worker,65,39,46014.988173032405
12/2025,342313 Electronic Equipment Trades Worker,75,19,45904.99971724537
12/2025,342313 Electronic Equipment Trades Worker,70,22,46015.724543206015
12/2025,342313 Electronic Equipment Trades Worker,80,8,46013.76948498843
12/2025,342313 Electronic Equipment Trades Worker,85,1,45860.9801446412
12/2025,342313 Electronic Equipment Trades Worker,55,4,45836.547367245366
12/2025,342313 Electronic Equipment Trades Worker,60,7,45940.07904614583
12/2025,342313 Electronic Equipment Trades Worker,50,1,45377.78989140046
12/2025,233612 Petroleum Engineer,65,21,46010.598349189815
12/2025,233612 Petroleum Engineer,75,27,45952.947941122686
12/2025,233612 Petroleum Engineer,70,16,46005.704349224536
12/2025,233612 Petroleum Engineer,80,24,46001.58370767361
12/2025,233612 Petroleum Engineer,95,1,45890.6885690625
12/2025,233612 Petroleum Engineer,90,1,46000.06117986111
12/2025,233612 Petroleum Engineer,85,9,46017.7136565625
12/2025,233612 Petroleum Engineer,55,5,45973.884806331014
12/2025,233612 Petroleum Engineer,60,6,45909.34438414352
12/2025,233612 Petroleum Engineer,50,3,45860.08095644676
12/2025,233612 Petroleum Engineer,40,1,45540.584617245375
12/2025,252111 Chiropractor,65,4,45781.49049363426
12/2025,252111 Chiropractor,75,14,46003.69982349537
12/2025,252111 Chiropractor,70,5,45910.61346608796
12/2025,252111 Chiropractor,80,7,45922.48928734954
12/2025,252111 Chiropractor,90,1,46014.51572461805
12/2025,252111 Chiropractor,60,1,45669.55594679398
12/2025,313212 Telecommunications Field Engineer,65,12,46010.71484181713
12/2025,313212 Telecommunications Field Engineer,75,16,46006.4892934838
12/2025,313212 Telecommunications Field Engineer,70,20,45987.98195528935
12/2025,313212 Telecommunications Field Engineer,80,12,45974.00649771991
12/2025,313212 Telecommunications Field Engineer,90,2,45958.63575714121
12/2025,313212 Telecommunications Field Engineer,85,7,45964.55239293982
12/2025,313212 Telecommunications Field Engineer,55,2,45621.609302199075
12/2025,313212 Telecommunications Field Engineer,60,2,45826.51179193287
12/2025,233915 Environmental Engineer,65,21,45974.18654417824
12/2025,233915 Environmental Engineer,75,29,46013.55933445602
12/2025,233915 Environmental Engineer,70,21,46009.86276539352
12/2025,233915 Environmental Engineer,80,24,45965.90255208333
12/2025,233915 Environmental Engineer,95,7,45940.96485517361
12/2025,233915 Environmental Engineer,90,24,46007.91758298611
12/2025,233915 Environmental Engineer,85,37,46005.510917280095
12/2025,233915 Environmental Engineer,55,2,45664.82810034722
12/2025,233915 Environmental Engineer,60,6,46003.6679818287
12/2025,233915 Environmental Engineer,100,1,45776.4981065162
12/2025,394111 Cabinetmaker,65,14,46004.833637766205
12/2025,394111 Cabinetmaker,75,4,45977.025637962965
12/2025,394111 Cabinetmaker,70,11,45896.79118680555
12/2025,394111 Cabinetmaker,80,1,45666.548107870374
12/2025,394111 Cabinetmaker,85,2,45971.73779452546
12/2025,394111 Cabinetmaker,55,2,45757.7150619213
12/2025,394111 Cabinetmaker,60,4,45909.76983483796
12/2025,394111 Cabinetmaker,50,2,46022.94295138889
12/2025,394111 Cabinetmaker,45,1,45607.86105540509
12/2025,254415 Registered Nurse (Critical Care and Emergency),65,246,46022.88544626157
12/2025,254415 Registered Nurse (Critical Care and Emergency),75,71,45999.73454236111
12/2025,254415 Registered Nurse (Critical Care and Emergency),70,146,46015.633016168984
12/2025,254415 Registered Nurse (Critical Care and Emergency),80,8,46012.32744375
12/2025,254415 Registered Nurse (Critical Care and Emergency),90,2,46010.66593028935
12/2025,254415 Registered Nurse (Critical Care and Emergency),85,3,46021.63005046296
12/2025,254415 Registered Nurse (Critical Care and Emergency),55,19,46008.572936805554
12/2025,254415 Registered Nurse (Critical Care and Emergency),60,39,46014.777753703704
12/2025,254415 Registered Nurse (Critical Care and Emergency),50,3,45954.69793903935
12/2025,254415 Registered Nurse (Critical Care and Emergency),40,1,45994.54550127315
12/2025,254415 Registered Nurse (Critical Care and Emergency),45,2,45994.46920335648
12/2025,224311 Economist,65,15,45990.868443784726
12/2025,224311 Economist,75,16,46013.09315165509
12/2025,224311 Economist,70,9,45942.8262497338
12/2025,224311 Economist,80,21,46021.08148807871
12/2025,224311 Economist,90,2,45991.543492094905
12/2025,224311 Economist,85,9,45992.208749108795
12/2025,224311 Economist,55,2,45897.68243572916
12/2025,224311 Economist,60,4,45705.81469918982
12/2025,224311 Economist,45,1,45373.51570952546
12/2025,234514 Biotechnologist,65,29,46020.620923229166
12/2025,234514 Biotechnologist,75,28,45972.88059209491
12/2025,234514 Biotechnologist,70,29,45965.26404050926
12/2025,234514 Biotechnologist,80,21,46016.75023148148
12/2025,234514 Biotechnologist,95,2,45987.746757141205
12/2025,234514 Biotechnologist,90,6,46022.03666493056
12/2025,234514 Biotechnologist,85,19,46003.82161921296
12/2025,234514 Biotechnologist,55,4,45967.714598032406
12/2025,234514 Biotechnologist,60,5,45950.84344895833
12/2025,234514 Biotechnologist,50,1,46007.81208267361
12/2025,331111 Bricklayer,65,11,46006.3732087963
12/2025,331111 Bricklayer,75,1,46002.52820084491
12/2025,331111 Bricklayer,70,2,46006.7803147338
12/2025,331111 Bricklayer,55,3,46012.73627743055
12/2025,331111 Bricklayer,60,10,45970.73795740741
12/2025,331111 Bricklayer,45,1,46002.773582407404
