AsAt,Occupation,Score,only
08/2025,261112 Systems Analyst,100,47
08/2025,233912 Agricultural Engineer,65,11
08/2025,233912 Agricultural Engineer,75,7
08/2025,233912 Agricultural Engineer,70,7
08/2025,233912 Agricultural Engineer,80,5
08/2025,233912 Agricultural Engineer,95,1
08/2025,233912 Agricultural Engineer,90,1
08/2025,233912 Agricultural Engineer,85,4
08/2025,233912 Agricultural Engineer,100,1
08/2025,263111 Computer Network and Systems Engineer,65,201
08/2025,263111 Computer Network and Systems Engineer,75,365
08/2025,263111 Computer Network and Systems Engineer,70,222
08/2025,263111 Computer Network and Systems Engineer,80,267
08/2025,263111 Computer Network and Systems Engineer,95,128
08/2025,263111 Computer Network and Systems Engineer,90,222
08/2025,263111 Computer Network and Systems Engineer,85,251
08/2025,263111 Computer Network and Systems Engineer,55,16
08/2025,263111 Computer Network and Systems Engineer,60,44
08/2025,263111 Computer Network and Systems Engineer,50,5
08/2025,263111 Computer Network and Systems Engineer,100,31
08/2025,263111 Computer Network and Systems Engineer,40,1
08/2025,263111 Computer Network and Systems Engineer,45,2
08/2025,234211 Chemist,65,42
08/2025,234211 Chemist,75,42
08/2025,234211 Chemist,70,42
08/2025,234211 Chemist,80,27
08/2025,234211 Chemist,95,1
08/2025,234211 Chemist,90,10
08/2025,234211 Chemist,85,33
08/2025,234211 Chemist,55,4
08/2025,234211 Chemist,60,6
08/2025,234211 Chemist,50,1
08/2025,271311 Solicitor,65,28
08/2025,271311 Solicitor,75,61
08/2025,271311 Solicitor,70,59
08/2025,271311 Solicitor,80,68
08/2025,271311 Solicitor,90,32
08/2025,271311 Solicitor,85,97
08/2025,271311 Solicitor,55,3
08/2025,271311 Solicitor,60,8
08/2025,271311 Solicitor,50,2
08/2025,233111 Chemical Engineer,65,67
08/2025,233111 Chemical Engineer,75,99
08/2025,233111 Chemical Engineer,70,88
08/2025,233111 Chemical Engineer,80,93
08/2025,233111 Chemical Engineer,95,2
08/2025,233111 Chemical Engineer,90,25
08/2025,233111 Chemical Engineer,85,96
08/2025,233111 Chemical Engineer,55,5
08/2025,233111 Chemical Engineer,60,14
08/2025,233111 Chemical Engineer,50,1
08/2025,233111 Chemical Engineer,40,1
08/2025,233111 Chemical Engineer,45,1
08/2025,233914 Engineering Technologist,65,313
08/2025,233914 Engineering Technologist,75,354
08/2025,233914 Engineering Technologist,70,384
08/2025,233914 Engineering Technologist,80,338
08/2025,233914 Engineering Technologist,95,31
08/2025,233914 Engineering Technologist,90,163
08/2025,233914 Engineering Technologist,85,337
08/2025,233914 Engineering Technologist,55,41
08/2025,233914 Engineering Technologist,60,76
08/2025,233914 Engineering Technologist,50,11
08/2025,233914 Engineering Technologist,100,5
08/2025,233914 Engineering Technologist,105,1
08/2025,233914 Engineering Technologist,40,1
08/2025,233914 Engineering Technologist,45,2
08/2025,312312 Electrical Engineering Technician,65,28
08/2025,312312 Electrical Engineering Technician,75,24
08/2025,312312 Electrical Engineering Technician,70,29
08/2025,312312 Electrical Engineering Technician,80,12
08/2025,312312 Electrical Engineering Technician,90,5
08/2025,312312 Electrical Engineering Technician,85,15
08/2025,312312 Electrical Engineering Technician,55,3
08/2025,312312 Electrical Engineering Technician,60,8
08/2025,233913 Biomedical Engineer,65,34
08/2025,233913 Biomedical Engineer,75,29
08/2025,233913 Biomedical Engineer,70,35
08/2025,233913 Biomedical Engineer,80,39
08/2025,233913 Biomedical Engineer,95,1
08/2025,233913 Biomedical Engineer,90,20
08/2025,233913 Biomedical Engineer,85,30
08/2025,233913 Biomedical Engineer,55,5
08/2025,233913 Biomedical Engineer,60,4
08/2025,233913 Biomedical Engineer,50,2
08/2025,233913 Biomedical Engineer,100,3
08/2025,233913 Biomedical Engineer,105,1
08/2025,233913 Biomedical Engineer,45,1
08/2025,221214 Internal Auditor,65,51
08/2025,221214 Internal Auditor,75,42
08/2025,221214 Internal Auditor,70,33
08/2025,221214 Internal Auditor,80,34
08/2025,221214 Internal Auditor,95,8
08/2025,221214 Internal Auditor,90,15
08/2025,221214 Internal Auditor,85,26
08/2025,221214 Internal Auditor,55,4
08/2025,221214 Internal Auditor,60,8
08/2025,221214 Internal Auditor,100,1
08/2025,221214 Internal Auditor,45,1
08/2025,323211 Fitter (General),65,26
08/2025,323211 Fitter (General),75,12
08/2025,323211 Fitter (General),70,13
08/2025,323211 Fitter (General),80,1
08/2025,323211 Fitter (General),85,3
08/2025,323211 Fitter (General),55,3
08/2025,323211 Fitter (General),60,1
08/2025,323211 Fitter (General),50,1
08/2025,261399 Software and Applications Programmers nec,65,137
08/2025,261399 Software and Applications Programmers nec,75,233
08/2025,261399 Software and Applications Programmers nec,70,190
08/2025,261399 Software and Applications Programmers nec,80,200
08/2025,261399 Software and Applications Programmers nec,95,179
08/2025,261399 Software and Applications Programmers nec,90,320
08/2025,261399 Software and Applications Programmers nec,85,271
08/2025,261399 Software and Applications Programmers nec,55,8
08/2025,261399 Software and Applications Programmers nec,60,22
08/2025,261399 Software and Applications Programmers nec,50,2
08/2025,261399 Software and Applications Programmers nec,100,108
08/2025,261399 Software and Applications Programmers nec,105,24
08/2025,261399 Software and Applications Programmers nec,45,1
08/2025,233513 Production or Plant Engineer,65,58
08/2025,233513 Production or Plant Engineer,75,66
08/2025,233513 Production or Plant Engineer,70,41
08/2025,233513 Production or Plant Engineer,80,46
08/2025,233513 Production or Plant Engineer,95,4
08/2025,233513 Production or Plant Engineer,90,25
08/2025,233513 Production or Plant Engineer,85,29
08/2025,233513 Production or Plant Engineer,55,8
08/2025,233513 Production or Plant Engineer,60,8
08/2025,233513 Production or Plant Engineer,40,1
08/2025,233311 Electrical Engineer,65,243
08/2025,233311 Electrical Engineer,75,281
08/2025,233311 Electrical Engineer,70,263
08/2025,233311 Electrical Engineer,80,262
08/2025,233311 Electrical Engineer,95,28
08/2025,233311 Electrical Engineer,90,92
08/2025,233311 Electrical Engineer,85,220
08/2025,233311 Electrical Engineer,55,28
08/2025,233311 Electrical Engineer,60,66
08/2025,233311 Electrical Engineer,50,7
08/2025,233311 Electrical Engineer,100,9
08/2025,233311 Electrical Engineer,105,1
08/2025,233311 Electrical Engineer,45,6
08/2025,232111 Architect,65,59
08/2025,232111 Architect,75,122
08/2025,232111 Architect,70,120
08/2025,232111 Architect,80,82
08/2025,232111 Architect,90,11
08/2025,232111 Architect,85,51
08/2025,232111 Architect,55,2
08/2025,232111 Architect,60,13
08/2025,234212 Food Technologist,65,37
08/2025,234212 Food Technologist,75,42
08/2025,234212 Food Technologist,70,52
08/2025,234212 Food Technologist,80,36
08/2025,234212 Food Technologist,90,14
08/2025,234212 Food Technologist,85,32
08/2025,234212 Food Technologist,55,3
08/2025,234212 Food Technologist,60,9
08/2025,234212 Food Technologist,50,2
08/2025,221112 Management Accountant,65,80
08/2025,221112 Management Accountant,75,106
08/2025,221112 Management Accountant,70,125
08/2025,221112 Management Accountant,80,103
08/2025,221112 Management Accountant,95,20
08/2025,221112 Management Accountant,90,64
08/2025,221112 Management Accountant,85,116
08/2025,221112 Management Accountant,55,2
08/2025,221112 Management Accountant,60,14
08/2025,221112 Management Accountant,100,9
08/2025,221112 Management Accountant,105,1
08/2025,221112 Management Accountant,45,1
08/2025,312311 Electrical Engineering Draftsperson,65,7
08/2025,312311 Electrical Engineering Draftsperson,75,7
08/2025,312311 Electrical Engineering Draftsperson,70,6
08/2025,312311 Electrical Engineering Draftsperson,80,2
08/2025,312311 Electrical Engineering Draftsperson,90,2
08/2025,312311 Electrical Engineering Draftsperson,85,2
08/2025,312311 Electrical Engineering Draftsperson,55,1
08/2025,312311 Electrical Engineering Draftsperson,60,2
08/2025,224711 Management Consultant,65,26
08/2025,224711 Management Consultant,75,51
08/2025,224711 Management Consultant,70,29
08/2025,224711 Management Consultant,80,57
08/2025,224711 Management Consultant,90,25
08/2025,224711 Management Consultant,85,71
08/2025,224711 Management Consultant,55,1
08/2025,224711 Management Consultant,60,3
08/2025,224711 Management Consultant,50,1
08/2025,234711 Veterinarian,65,11
08/2025,234711 Veterinarian,75,18
08/2025,234711 Veterinarian,70,5
08/2025,234711 Veterinarian,80,20
08/2025,234711 Veterinarian,90,9
08/2025,234711 Veterinarian,85,24
08/2025,241411 Secondary School Teacher,65,106
08/2025,241411 Secondary School Teacher,75,153
08/2025,241411 Secondary School Teacher,70,167
08/2025,241411 Secondary School Teacher,80,127
08/2025,241411 Secondary School Teacher,85,14
08/2025,241411 Secondary School Teacher,55,4
08/2025,241411 Secondary School Teacher,60,19
08/2025,241411 Secondary School Teacher,50,3
08/2025,134111 Child Care Centre Manager,65,3
08/2025,134111 Child Care Centre Manager,75,1
08/2025,134111 Child Care Centre Manager,70,6
08/2025,134111 Child Care Centre Manager,80,1
08/2025,134111 Child Care Centre Manager,60,1
08/2025,224111 Actuary,65,6
08/2025,224111 Actuary,75,12
08/2025,224111 Actuary,70,15
08/2025,224111 Actuary,80,26
08/2025,224111 Actuary,90,13
08/2025,224111 Actuary,85,28
08/2025,224111 Actuary,60,1
08/2025,224111 Actuary,40,1
08/2025,333111 Glazier,60,1
08/2025,242111 University Lecturer,65,145
08/2025,242111 University Lecturer,75,152
08/2025,242111 University Lecturer,70,127
08/2025,242111 University Lecturer,80,140
08/2025,242111 University Lecturer,90,4
08/2025,242111 University Lecturer,85,30
08/2025,242111 University Lecturer,55,20
08/2025,242111 University Lecturer,60,37
08/2025,242111 University Lecturer,100,1
08/2025,242111 University Lecturer,105,1
08/2025,242111 University Lecturer,45,1
08/2025,263312 Telecommunications Network Engineer,65,32
08/2025,263312 Telecommunications Network Engineer,75,25
08/2025,263312 Telecommunications Network Engineer,70,20
08/2025,263312 Telecommunications Network Engineer,80,23
08/2025,263312 Telecommunications Network Engineer,95,1
08/2025,263312 Telecommunications Network Engineer,90,12
08/2025,263312 Telecommunications Network Engineer,85,16
08/2025,263312 Telecommunications Network Engineer,55,2
08/2025,263312 Telecommunications Network Engineer,60,1
08/2025,133211 Engineering Manager,65,45
08/2025,133211 Engineering Manager,75,40
08/2025,133211 Engineering Manager,70,43
08/2025,133211 Engineering Manager,80,14
08/2025,133211 Engineering Manager,85,17
08/2025,133211 Engineering Manager,55,8
08/2025,133211 Engineering Manager,60,6
08/2025,133211 Engineering Manager,50,2
08/2025,133211 Engineering Manager,40,1
08/2025,133211 Engineering Manager,45,1
08/2025,233213 Quantity Surveyor,65,69
08/2025,233213 Quantity Surveyor,75,89
08/2025,233213 Quantity Surveyor,70,92
08/2025,233213 Quantity Surveyor,80,60
08/2025,233213 Quantity Surveyor,95,1
08/2025,233213 Quantity Surveyor,90,8
08/2025,233213 Quantity Surveyor,85,43
08/2025,233213 Quantity Surveyor,55,5
08/2025,233213 Quantity Surveyor,60,17
08/2025,233213 Quantity Surveyor,50,2
08/2025,233213 Quantity Surveyor,40,2
08/2025,234599 Life Scientists nec,65,3
08/2025,234599 Life Scientists nec,75,6
08/2025,234599 Life Scientists nec,70,7
08/2025,234599 Life Scientists nec,80,2
08/2025,234599 Life Scientists nec,90,2
08/2025,234599 Life Scientists nec,85,7
08/2025,234599 Life Scientists nec,50,1
08/2025,254422 Registered Nurse (Mental Health),65,18
08/2025,254422 Registered Nurse (Mental Health),75,31
08/2025,254422 Registered Nurse (Mental Health),70,29
08/2025,254422 Registered Nurse (Mental Health),80,6
08/2025,254422 Registered Nurse (Mental Health),55,2
08/2025,254422 Registered Nurse (Mental Health),60,2
08/2025,312211 Civil Engineering Draftsperson,65,449
08/2025,312211 Civil Engineering Draftsperson,75,419
08/2025,312211 Civil Engineering Draftsperson,70,525
08/2025,312211 Civil Engineering Draftsperson,80,200
08/2025,312211 Civil Engineering Draftsperson,90,10
08/2025,312211 Civil Engineering Draftsperson,85,90
08/2025,312211 Civil Engineering Draftsperson,55,49
08/2025,312211 Civil Engineering Draftsperson,60,94
08/2025,312211 Civil Engineering Draftsperson,50,11
08/2025,312211 Civil Engineering Draftsperson,45,4
08/2025,321212 Diesel Motor Mechanic,65,11
08/2025,321212 Diesel Motor Mechanic,75,8
08/2025,321212 Diesel Motor Mechanic,70,11
08/2025,321212 Diesel Motor Mechanic,80,2
08/2025,321212 Diesel Motor Mechanic,95,1
08/2025,321212 Diesel Motor Mechanic,85,1
08/2025,321212 Diesel Motor Mechanic,55,1
08/2025,321212 Diesel Motor Mechanic,60,1
08/2025,321212 Diesel Motor Mechanic,50,1
08/2025,234511 Life Scientist (General),65,12
08/2025,234511 Life Scientist (General),75,9
08/2025,234511 Life Scientist (General),70,16
08/2025,234511 Life Scientist (General),80,19
08/2025,234511 Life Scientist (General),95,2
08/2025,234511 Life Scientist (General),90,5
08/2025,234511 Life Scientist (General),85,21
08/2025,234511 Life Scientist (General),55,4
08/2025,234511 Life Scientist (General),60,5
08/2025,234511 Life Scientist (General),50,1
08/2025,234511 Life Scientist (General),100,1
08/2025,254423 Registered Nurse (Perioperative),65,42
08/2025,254423 Registered Nurse (Perioperative),75,33
08/2025,254423 Registered Nurse (Perioperative),70,47
08/2025,254423 Registered Nurse (Perioperative),80,4
08/2025,254423 Registered Nurse (Perioperative),55,2
08/2025,254423 Registered Nurse (Perioperative),60,3
08/2025,254423 Registered Nurse (Perioperative),50,1
08/2025,233212 Geotechnical Engineer,65,15
08/2025,233212 Geotechnical Engineer,75,22
08/2025,233212 Geotechnical Engineer,70,19
08/2025,233212 Geotechnical Engineer,80,16
08/2025,233212 Geotechnical Engineer,95,1
08/2025,233212 Geotechnical Engineer,90,1
08/2025,233212 Geotechnical Engineer,85,8
08/2025,233212 Geotechnical Engineer,60,4
08/2025,233212 Geotechnical Engineer,50,1
08/2025,232212 Surveyor,65,26
08/2025,232212 Surveyor,75,15
08/2025,232212 Surveyor,70,16
08/2025,232212 Surveyor,80,8
08/2025,232212 Surveyor,90,1
08/2025,232212 Surveyor,85,6
08/2025,232212 Surveyor,55,2
08/2025,232212 Surveyor,60,2
08/2025,254499 Registered Nurses nec,65,582
08/2025,254499 Registered Nurses nec,75,721
08/2025,254499 Registered Nurses nec,70,815
08/2025,254499 Registered Nurses nec,80,112
08/2025,254499 Registered Nurses nec,90,1
08/2025,254499 Registered Nurses nec,85,11
08/2025,254499 Registered Nurses nec,55,27
08/2025,254499 Registered Nurses nec,60,69
08/2025,254499 Registered Nurses nec,50,3
08/2025,254499 Registered Nurses nec,45,2
08/2025,254499 Registered Nurses nec,35,1
08/2025,221113 Taxation Accountant,65,67
08/2025,221113 Taxation Accountant,75,139
08/2025,221113 Taxation Accountant,70,167
08/2025,221113 Taxation Accountant,80,129
08/2025,221113 Taxation Accountant,95,33
08/2025,221113 Taxation Accountant,90,92
08/2025,221113 Taxation Accountant,85,161
08/2025,221113 Taxation Accountant,55,1
08/2025,221113 Taxation Accountant,60,14
08/2025,221113 Taxation Accountant,100,7
08/2025,323313 Locksmith,70,1
08/2025,323313 Locksmith,55,1
08/2025,224512 Valuer,65,4
08/2025,224512 Valuer,75,12
08/2025,224512 Valuer,70,5
08/2025,224512 Valuer,80,9
08/2025,224512 Valuer,85,11
08/2025,224512 Valuer,60,2
08/2025,261311 Analyst Programmer,65,170
08/2025,261311 Analyst Programmer,75,315
08/2025,261311 Analyst Programmer,70,201
08/2025,261311 Analyst Programmer,80,308
08/2025,261311 Analyst Programmer,95,188
08/2025,261311 Analyst Programmer,90,472
08/2025,261311 Analyst Programmer,85,419
08/2025,261311 Analyst Programmer,55,9
08/2025,261311 Analyst Programmer,60,27
08/2025,261311 Analyst Programmer,50,4
08/2025,261311 Analyst Programmer,100,39
08/2025,261311 Analyst Programmer,105,4
08/2025,261311 Analyst Programmer,45,1
08/2025,234516 Marine Biologist,65,1
08/2025,234516 Marine Biologist,75,6
08/2025,234516 Marine Biologist,70,1
08/2025,234516 Marine Biologist,80,4
08/2025,234516 Marine Biologist,90,2
08/2025,234516 Marine Biologist,85,2
08/2025,234516 Marine Biologist,60,1
08/2025,233215 Transport Engineer,65,20
08/2025,233215 Transport Engineer,75,21
08/2025,233215 Transport Engineer,70,24
08/2025,233215 Transport Engineer,80,16
08/2025,233215 Transport Engineer,90,2
08/2025,233215 Transport Engineer,85,10
