AsAt,OccGroup,Score,n,pool_doe_max,pool_doe_min
08/2025,2521 Chiropractors and Osteopaths,80,6,46238.20780092593,45706.527407407404
08/2025,2521 Chiropractors and Osteopaths,85,1,45867.537465277775,45867.537465277775
08/2025,2521 Chiropractors and Osteopaths,55,1,46209.207141203704,45797.66138888889
08/2025,2521 Chiropractors and Osteopaths,60,1,46201.211909722224,45836.20675925926
08/2025,3941 Cabinetmakers,65,13,46242.20569444444,45559.796747685185
08/2025,3941 Cabinetmakers,75,1,45874.205046296294,45667.57696759259
08/2025,3941 Cabinetmakers,70,11,46201.211909722224,45603.863657407404
08/2025,3941 Cabinetmakers,80,1,45891.204363425924,45666.54809027778
08/2025,3941 Cabinetmakers,85,1,45889.20517361111,45861.45396990741
08/2025,3941 Cabinetmakers,55,1,46171.20490740741,45806.20425925926
08/2025,3941 Cabinetmakers,50,2,45901.20447916666,45558.91701388889
08/2025,2243 Economists,65,11,46229.212847222225,45574.99586805556
08/2025,2243 Economists,75,15,46244.20744212963,45484.71587962963
08/2025,2243 Economists,70,7,46254.20762731481,45378.555625
08/2025,2243 Economists,80,19,46238.20780092593,45275.409166666665
08/2025,2243 Economists,90,1,45789.69878472222,45789.69878472222
08/2025,2243 Economists,85,15,45968.20462962963,45514.81814814815
08/2025,2243 Economists,55,2,45897.68241898148,45769.70457175926
08/2025,2243 Economists,60,4,46225.20591435185,45531.20321759259
08/2025,3311 Bricklayers and Stonemasons,65,1,45896.919699074075,45896.919699074075
08/2025,3311 Bricklayers and Stonemasons,55,1,46125.211597222224,45776.63287037037
08/2025,3311 Bricklayers and Stonemasons,60,5,46223.20545138889,45465.01373842593
08/2025,1342 Health and Welfare Services Managers,65,7,46231.209652777776,45542.65678240741
08/2025,1342 Health and Welfare Services Managers,75,4,46150.2055787037,45623.5450462963
08/2025,1342 Health and Welfare Services Managers,70,9,46256.2065625,45552.04821759259
08/2025,1342 Health and Welfare Services Managers,80,3,45882.9353125,45633.04804398148
08/2025,1342 Health and Welfare Services Managers,85,3,46061.20533564815,45540.58290509259
08/2025,1342 Health and Welfare Services Managers,60,2,46023.20457175926,45668.89666666667
08/2025,2539 Other Medical Practitioners,65,19,46247.20653935185,45630.6271412037
08/2025,2539 Other Medical Practitioners,75,49,46204.207719907405,45313.13686342593
08/2025,2539 Other Medical Practitioners,70,41,46259.20663194444,45308.9621412037
08/2025,2539 Other Medical Practitioners,80,17,46173.20553240741,45852.96047453704
08/2025,2539 Other Medical Practitioners,85,2,45929.2043287037,45898.48451388889
08/2025,2539 Other Medical Practitioners,55,4,46249.20521990741,45620.48200231481
08/2025,2539 Other Medical Practitioners,60,7,46148.92212962963,45594.717627314814
08/2025,2539 Other Medical Practitioners,50,2,46010.20518518519,45846.76908564815
08/2025,3411 Electricians,65,4,46242.20569444444,45589.0503125
08/2025,3411 Electricians,75,1,45894.95690972222,45894.95690972222
08/2025,3411 Electricians,70,3,45975.206030092595,45642.97363425926
08/2025,3411 Electricians,80,1,45896.46915509259,45896.46915509259
08/2025,3411 Electricians,55,4,46039.2053125,45687.93340277778
08/2025,3411 Electricians,60,3,46148.20650462963,45564.901655092595
08/2025,3411 Electricians,50,1,45983.20564814815,45556.74638888889
08/2025,2525 Physiotherapists,65,44,46234.20611111111,45351.942465277774
08/2025,2525 Physiotherapists,75,84,46248.20554398148,45306.77516203704
08/2025,2525 Physiotherapists,70,73,46266.21104166667,45517.204560185186
08/2025,2525 Physiotherapists,80,15,45932.20553240741,45852.21984953704
08/2025,2525 Physiotherapists,85,2,45897.14108796296,45891.82695601852
08/2025,2525 Physiotherapists,55,5,46181.204513888886,45556.61675925926
08/2025,2525 Physiotherapists,60,4,46137.204976851855,45575.69230324074
08/2025,2525 Physiotherapists,50,3,46173.20553240741,45722.137337962966
08/2025,2525 Physiotherapists,40,1,46123.21460648148,45758.2184837963
08/2025,2512 Medical Imaging Professionals,65,15,46236.209548611114,45545.53863425926
08/2025,2512 Medical Imaging Professionals,75,36,46258.205046296294,45303.61200231482
08/2025,2512 Medical Imaging Professionals,70,28,46105.206666666665,45385.19331018518
08/2025,2512 Medical Imaging Professionals,80,3,46164.20450231482,45860.83368055556
08/2025,2512 Medical Imaging Professionals,85,1,45894.38414351852,45894.38414351852
08/2025,2512 Medical Imaging Professionals,55,2,46199.2091087963,45834.203888888886
08/2025,2512 Medical Imaging Professionals,60,2,46173.20553240741,45808.22398148148
08/2025,"4523 Sports Coaches, Instructors and Officials",65,2,45594.20721064815,45182.4359837963
08/2025,"4523 Sports Coaches, Instructors and Officials",70,1,45972.20482638889,45581.49350694445
08/2025,"4523 Sports Coaches, Instructors and Officials",90,1,46087.20458333333,45821.545266203706
08/2025,"4523 Sports Coaches, Instructors and Officials",85,1,46035.20686342593,45640.86540509259
08/2025,"4523 Sports Coaches, Instructors and Officials",60,1,46108.204722222225,45743.205972222226
08/2025,3222 Sheetmetal Trades Workers,75,1,45946.204247685186,45837.20831018518
08/2025,2527 Speech Professionals and Audiologists,65,25,46230.20935185185,45438.65361111111
08/2025,2527 Speech Professionals and Audiologists,75,28,46195.20458333333,45515.695706018516
08/2025,2527 Speech Professionals and Audiologists,70,38,46263.210752314815,45419.66831018519
08/2025,2527 Speech Professionals and Audiologists,80,2,45890.74663194444,45854.75163194445
08/2025,2527 Speech Professionals and Audiologists,55,2,46232.20520833333,45776.86744212963
08/2025,2527 Speech Professionals and Audiologists,60,2,46136.205358796295,45622.24969907408
08/2025,2524 Occupational Therapists,65,30,46214.205358796295,45391.80710648148
08/2025,2524 Occupational Therapists,75,62,46229.212847222225,45305.903958333336
08/2025,2524 Occupational Therapists,70,41,46239.20633101852,45407.56769675926
08/2025,2524 Occupational Therapists,80,12,45929.2043287037,45863.646875
08/2025,2524 Occupational Therapists,90,3,45896.0853587963,45890.908125
08/2025,2524 Occupational Therapists,85,1,45900.66008101852,45900.66008101852
08/2025,2524 Occupational Therapists,55,2,46168.20662037037,45803.22064814815
08/2025,2524 Occupational Therapists,60,4,46113.20559027778,45588.60884259259
08/2025,2524 Occupational Therapists,45,1,45898.2046412037,45718.13788194444
08/2025,2519 Other Health Diagnostic and Promotion Professionals,70,1,45823.21109953704,45808.03136574074
08/2025,3421 Airconditioning and Refrigeration Mechanics,65,9,46190.204375,45318.8744212963
08/2025,3421 Airconditioning and Refrigeration Mechanics,75,1,45959.204733796294,45558.671435185184
08/2025,3421 Airconditioning and Refrigeration Mechanics,70,5,46186.20513888889,45631.20539351852
08/2025,3421 Airconditioning and Refrigeration Mechanics,80,1,46238.20780092593,45551.31319444445
08/2025,3421 Airconditioning and Refrigeration Mechanics,60,1,46090.206030092595,45744.70517361111
08/2025,3421 Airconditioning and Refrigeration Mechanics,50,1,46191.205555555556,45691.65675925926
08/2025,2346 Medical Laboratory Scientists,65,20,46219.20814814815,45419.957083333335
08/2025,2346 Medical Laboratory Scientists,75,55,46264.213784722226,45308.906435185185
08/2025,2346 Medical Laboratory Scientists,70,45,46226.20528935185,45358.48716435185
08/2025,2346 Medical Laboratory Scientists,80,23,46238.20780092593,45579.522824074076
08/2025,2346 Medical Laboratory Scientists,90,1,45880.20445601852,45880.20445601852
08/2025,2346 Medical Laboratory Scientists,85,14,46139.204247685186,45733.205983796295
08/2025,2346 Medical Laboratory Scientists,55,3,46187.21666666667,45724.208645833336
08/2025,2346 Medical Laboratory Scientists,60,4,46161.20479166666,45643.67935185185
08/2025,2415 Special Education Teachers,65,2,45933.20520833333,45719.9162037037
08/2025,2415 Special Education Teachers,75,3,46026.2052662037,45391.53162037037
08/2025,2415 Special Education Teachers,70,6,45962.205625,45595.21034722222
08/2025,2723 Psychologists,65,10,46123.21460648148,45693.02761574074
08/2025,2723 Psychologists,75,15,46130.20706018519,45624.58736111111
08/2025,2723 Psychologists,70,12,46157.20494212963,45593.67414351852
08/2025,2723 Psychologists,80,21,46171.20490740741,45548.20313657408
08/2025,2723 Psychologists,85,3,45929.2043287037,45855.82355324074
08/2025,2723 Psychologists,60,1,45813.91342592592,45813.91342592592
08/2025,2541 Midwives,65,4,46213.205416666664,45711.70814814815
08/2025,2541 Midwives,75,6,45986.204421296294,45538.45398148148
08/2025,2541 Midwives,70,8,46146.213368055556,45637.88596064815
08/2025,2541 Midwives,80,1,45883.28905092592,45883.28905092592
08/2025,2541 Midwives,55,1,45726.22256944444,45726.22256944444
08/2025,2541 Midwives,60,3,45927.205405092594,45784.95695601852
08/2025,3341 Plumbers,65,1,45896.91265046296,45896.91265046296
08/2025,3341 Plumbers,70,2,45894.650671296295,45892.35513888889
08/2025,3341 Plumbers,95,1,45899.02118055556,45899.02118055556
08/2025,3341 Plumbers,85,1,45893.904814814814,45893.904814814814
08/2025,3341 Plumbers,60,2,46171.20490740741,45663.21197916667
08/2025,3241 Panelbeaters,70,1,45952.205034722225,45853.87516203704
08/2025,3241 Panelbeaters,90,1,45826.7590162037,45826.7590162037
08/2025,3241 Panelbeaters,85,1,45875.86717592592,45875.86717592592
08/2025,3991 Boat Builders and Shipwrights,65,2,45903.20490740741,45577.4777662037
08/2025,3991 Boat Builders and Shipwrights,75,2,45897.20680555556,45476.19920138889
08/2025,3991 Boat Builders and Shipwrights,80,2,45875.47362268518,45714.43944444445
08/2025,3991 Boat Builders and Shipwrights,90,1,45863.49261574074,45863.49261574074
08/2025,2533 Internal Medicine Specialists,65,5,46140.204722222225,45589.49491898148
08/2025,2533 Internal Medicine Specialists,75,2,46029.20537037037,45818.92537037037
08/2025,2533 Internal Medicine Specialists,70,3,46261.20773148148,45603.90380787037
08/2025,2533 Internal Medicine Specialists,80,2,46087.20458333333,45852.89859953704
08/2025,2533 Internal Medicine Specialists,60,3,45960.20525462963,45777.30399305555
08/2025,2533 Internal Medicine Specialists,40,1,46159.21491898148,45794.20574074074
08/2025,3332 Plasterers,60,4,46156.20454861111,45567.18722222222
08/2025,3611 Animal Attendants and Trainers,65,1,45996.20625,45740.54825231482
08/2025,3611 Animal Attendants and Trainers,70,1,45589.835324074076,45589.835324074076
08/2025,3334 Wall and Floor Tilers,65,2,46035.20686342593,45890.562951388885
08/2025,3334 Wall and Floor Tilers,70,2,46092.206030092595,45891.71026620371
08/2025,3334 Wall and Floor Tilers,55,1,46219.20814814815,45854.20359953704
08/2025,3334 Wall and Floor Tilers,60,2,46242.20569444444,45890.490335648145
08/2025,2112 Music Professionals,65,1,45825.570868055554,45825.570868055554
08/2025,2112 Music Professionals,70,1,46216.20761574074,45851.21938657408
08/2025,3211 Automotive Electricians,65,4,46176.20586805556,45552.70392361111
08/2025,3211 Automotive Electricians,75,5,46198.20940972222,45606.22530092593
08/2025,3211 Automotive Electricians,70,3,46215.213530092595,45203.916979166665
08/2025,3211 Automotive Electricians,80,1,45929.2043287037,45810.204560185186
08/2025,3211 Automotive Electricians,60,2,46152.22063657407,45756.83325231481
08/2025,2534 Psychiatrists,75,2,45943.20564814815,45720.60790509259
08/2025,2534 Psychiatrists,70,2,45901.20447916666,45543.69024305556
08/2025,2534 Psychiatrists,85,1,45890.76550925926,45890.76550925926
08/2025,2514 Optometrists and Orthoptists,75,3,46008.20768518518,45873.204780092594
08/2025,2514 Optometrists and Orthoptists,70,3,46011.205555555556,45592.76923611111
08/2025,2514 Optometrists and Orthoptists,60,1,45864.20520833333,45706.699907407405
08/2025,2535 Surgeons,65,1,45909.204988425925,45797.48166666667
08/2025,2535 Surgeons,75,1,45856.20549768519,45777.20434027778
08/2025,2535 Surgeons,55,1,46165.206655092596,45800.204305555555
08/2025,3422 Electrical Distribution Trades Workers,70,1,45849.12793981482,45849.12793981482
08/2025,3422 Electrical Distribution Trades Workers,60,1,46259.20663194444,45894.20516203704
08/2025,2526 Podiatrists,65,2,46064.20780092593,45725.95574074074
08/2025,2526 Podiatrists,75,7,46113.20559027778,45631.5628125
08/2025,2526 Podiatrists,70,3,45845.203622685185,45567.22837962963
08/2025,"2111 Actors, Dancers and Other Entertainers",75,2,46112.2065625,45586.908854166664
08/2025,"2111 Actors, Dancers and Other Entertainers",80,2,46113.20559027778,45852.61782407408
07/2025,2613 Software and Applications Programmers,65,961,46267.208703703705,45208.28126157408
07/2025,2613 Software and Applications Programmers,75,1474,46266.21104166667,45138.749548611115
07/2025,2613 Software and Applications Programmers,70,1309,46266.21104166667,45148.68962962963
07/2025,2613 Software and Applications Programmers,80,1362,46266.21104166667,45145.77658564815
07/2025,2613 Software and Applications Programmers,95,764,46264.213784722226,45156.44846064815
07/2025,2613 Software and Applications Programmers,90,1564,46267.208703703705,45147.88627314815
07/2025,2613 Software and Applications Programmers,85,1578,46264.213784722226,45166.90083333333
07/2025,2613 Software and Applications Programmers,55,79,46260.20512731482,45339.19898148148
07/2025,2613 Software and Applications Programmers,60,178,46248.20554398148,45275.10234953704
07/2025,2613 Software and Applications Programmers,50,20,46242.20569444444,45611.94650462963
07/2025,2613 Software and Applications Programmers,100,242,46265.211539351854,45548.20313657408
07/2025,2613 Software and Applications Programmers,105,31,46235.20949074074,45618.830555555556
07/2025,2613 Software and Applications Programmers,45,4,46070.20421296296,45659.943032407406
07/2025,2613 Software and Applications Programmers,115,1,46108.204722222225,45858.20439814815
07/2025,3212 Motor Mechanics,65,209,46262.20508101852,45184.03763888889
07/2025,3212 Motor Mechanics,75,149,46264.213784722226,45367.96957175926
07/2025,3212 Motor Mechanics,70,176,46252.205925925926,45163.6606712963
07/2025,3212 Motor Mechanics,80,85,46259.20663194444,45365.897777777776
07/2025,3212 Motor Mechanics,95,4,46081.20538194444,45728.70868055556
07/2025,3212 Motor Mechanics,90,21,46220.20799768518,45449.86755787037
07/2025,3212 Motor Mechanics,85,31,46251.204930555556,45202.530127314814
07/2025,3212 Motor Mechanics,55,15,46229.212847222225,45448.788356481484
07/2025,3212 Motor Mechanics,60,42,46266.21104166667,45517.923310185186
07/2025,3212 Motor Mechanics,50,2,46252.205925925926,45785.52940972222
07/2025,2332 Civil Engineering Professionals,65,586,46267.208703703705,45160.971724537034
07/2025,2332 Civil Engineering Professionals,75,756,46267.208703703705,45147.036203703705
