Visa,OccGroup,State,n
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,WA,124
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,ACT,149
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,TAS,93
491SNR State or Territory Nominated - Regional,2252 ICT Sales Professionals,NT,131
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,VIC,203
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,ANY,124
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,NSW,248
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,QLD,244
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,SA,234
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,WA,558
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,ACT,71
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,TAS,87
491SNR State or Territory Nominated - Regional,2336 Mining Engineers,NT,117
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,VIC,232
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,ANY,98
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,NSW,296
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,QLD,107
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,SA,263
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,WA,331
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,ACT,145
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,TAS,108
491SNR State or Territory Nominated - Regional,2612 Multimedia Specialists and Web Developers,NT,86
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,VIC,329
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,ANY,79
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,NSW,233
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,QLD,120
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,SA,142
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,WA,407
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,ACT,46
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,TAS,55
491SNR State or Territory Nominated - Regional,3223 Structural Steel and Welding Trades Workers,NT,81
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,VIC,107
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,ANY,31
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,NSW,82
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,QLD,59
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,SA,118
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,WA,145
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,ACT,59
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,TAS,44
491SNR State or Territory Nominated - Regional,2349 Other Natural and Physical Science Professionals,NT,32
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,VIC,36
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,ANY,6
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,NSW,25
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,QLD,10
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,SA,58
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,WA,9
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,ACT,35
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,TAS,13
491SNR State or Territory Nominated - Regional,1321 Corporate Services Managers,NT,23
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,VIC,87
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,ANY,21
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,NSW,130
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,QLD,119
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,SA,107
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,WA,156
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,ACT,59
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,TAS,30
491SNR State or Territory Nominated - Regional,2326 Urban and Regional Planners,NT,38
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,VIC,1622
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,ANY,587
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,NSW,1796
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,QLD,658
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,SA,1815
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,WA,2564
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,ACT,1282
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,TAS,811
491SNR State or Territory Nominated - Regional,2632 ICT Support and Test Engineers,NT,904
491SNR State or Territory Nominated - Regional,2325 Interior Designers,VIC,135
491SNR State or Territory Nominated - Regional,2325 Interior Designers,ANY,42
491SNR State or Territory Nominated - Regional,2325 Interior Designers,NSW,94
491SNR State or Territory Nominated - Regional,2325 Interior Designers,QLD,45
491SNR State or Territory Nominated - Regional,2325 Interior Designers,SA,84
491SNR State or Territory Nominated - Regional,2325 Interior Designers,WA,68
491SNR State or Territory Nominated - Regional,2325 Interior Designers,ACT,39
491SNR State or Territory Nominated - Regional,2325 Interior Designers,TAS,50
491SNR State or Territory Nominated - Regional,2325 Interior Designers,NT,35
491SNR State or Territory Nominated - Regional,1331 Construction Managers,VIC,951
491SNR State or Territory Nominated - Regional,1331 Construction Managers,ANY,198
491SNR State or Territory Nominated - Regional,1331 Construction Managers,NSW,1223
491SNR State or Territory Nominated - Regional,1331 Construction Managers,QLD,972
491SNR State or Territory Nominated - Regional,1331 Construction Managers,SA,1069
491SNR State or Territory Nominated - Regional,1331 Construction Managers,WA,1442
491SNR State or Territory Nominated - Regional,1331 Construction Managers,ACT,705
491SNR State or Territory Nominated - Regional,1331 Construction Managers,TAS,449
491SNR State or Territory Nominated - Regional,1331 Construction Managers,NT,554
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,VIC,103
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,ANY,30
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,NSW,107
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,QLD,45
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,SA,92
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,WA,142
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,ACT,60
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,TAS,29
491SNR State or Territory Nominated - Regional,3613 Veterinary Nurses,NT,32
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,VIC,151
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,ANY,84
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,NSW,210
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,QLD,159
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,SA,168
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,WA,140
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,ACT,98
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,TAS,68
491SNR State or Territory Nominated - Regional,2343 Environmental Scientists,NT,81
491SNR State or Territory Nominated - Regional,2711 Barristers,WA,2
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,VIC,265
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,ANY,125
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,NSW,122
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,QLD,142
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,SA,135
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,WA,300
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,ACT,43
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,TAS,63
491SNR State or Territory Nominated - Regional,3132 Telecommunications Technical Specialists,NT,47
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,VIC,401
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,ANY,102
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,NSW,387
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,QLD,140
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,SA,245
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,WA,997
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,ACT,40
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,TAS,36
491SNR State or Territory Nominated - Regional,3312 Carpenters and Joiners,NT,34
491SNR State or Territory Nominated - Regional,1334 Manufacturers,VIC,58
491SNR State or Territory Nominated - Regional,1334 Manufacturers,ANY,8
491SNR State or Territory Nominated - Regional,1334 Manufacturers,NSW,52
491SNR State or Territory Nominated - Regional,1334 Manufacturers,QLD,40
491SNR State or Territory Nominated - Regional,1334 Manufacturers,SA,57
491SNR State or Territory Nominated - Regional,1334 Manufacturers,WA,24
491SNR State or Territory Nominated - Regional,1334 Manufacturers,ACT,17
491SNR State or Territory Nominated - Regional,1334 Manufacturers,TAS,14
491SNR State or Territory Nominated - Regional,1334 Manufacturers,NT,10
491SNR State or Territory Nominated - Regional,2725 Social Workers,VIC,218
491SNR State or Territory Nominated - Regional,2725 Social Workers,ANY,103
491SNR State or Territory Nominated - Regional,2725 Social Workers,NSW,349
491SNR State or Territory Nominated - Regional,2725 Social Workers,QLD,151
491SNR State or Territory Nominated - Regional,2725 Social Workers,SA,142
491SNR State or Territory Nominated - Regional,2725 Social Workers,WA,378
491SNR State or Territory Nominated - Regional,2725 Social Workers,ACT,89
491SNR State or Territory Nominated - Regional,2725 Social Workers,TAS,78
